name,code,childrenUrl,comment,url
"Produsul intern brut trimestrial - serie ajustata sezonier CAEN Rev.2,  indici de volum - % fata de  trimestrul corespunzator din anul precedent",CON104N,matrix,,matrix
"Produsul intern brut trimestrial - serie ajustata sezonier CAEN Rev.2, indici de pret - % fata de trimestrul corespunzator din anul precedent",CON104O,matrix,,matrix
"Produsul intern brut trimestrial - serie bruta CAEN Rev.2, preturi curente",CON106A,matrix,,matrix
"Produsul intern brut trimestrial - serie bruta CAEN Rev.2, preturi medii ale trimestrului corespunzator din anul precedent",CON106B,matrix,,matrix
"Produsul intern brut trimestrial - serie bruta CAEN Rev.2, indici de volum - % fata de trimestrul corespunzator din anul precedent",CON106C,matrix,,matrix
"Produsul intern brut trimestrial - serie bruta CAEN Rev.2, indici de pret - % fata de trimestrul corespunzator din anul precedent",CON106D,matrix,,matrix
"Produsul intern brut trimestrial - serie bruta CAEN Rev.2, preturi medii ale anului 2000",CON106E,matrix,,matrix
"Produsul intern brut trimestrial - serie bruta CAEN Rev.2, indici de volum - % fata de media anului 2000",CON106F,matrix,,matrix
"Produsul intern brut trimestrial - serie bruta CAEN Rev.2, indici de pret - % fata de media anului 2000",CON106G,matrix,,matrix
"Principalele agregate, pe locuitor - SEC 2010, preturi curente
",CON107B,matrix,,matrix
"Populatia ocupata, pe activitati ale economiei nationale CAEN Rev.1 si dupa statutul profesional",CON108A,matrix,,matrix
"Populatia ocupata, pe activitati ale economiei nationale CAEN Rev.2 si dupa statutul profesional - SEC 95",CON108B,matrix,,matrix
"Populatia ocupata, pe activitati ale economiei nationale CAEN Rev.2 si dupa statutul profesional - SEC2010",CON108C,matrix,,matrix
"Ore lucrate de populatia ocupata, pe activitati ale economiei nationale CAEN Rev.1 si dupa statutul profesional",CON109A,matrix,,matrix
"Ore lucrate de populatia ocupata, pe activitati ale economiei nationale CAEN Rev.2 si dupa statutul profesional - SEC 95",CON109B,matrix,,matrix
"Ore lucrate de populatia ocupata, pe activitati ale economiei nationale CAEN Rev.2 si dupa statutul profesional - SEC 2010",CON109C,matrix,,matrix
"Productivitatea muncii, pe persoana ocupata, pe activitati ale economiei nationale CAEN Rev.1",CON110A,matrix,,matrix
"Productivitatea orara a muncii, pe activitati ale economiei nationale CAEN Rev.1",CON110C,matrix,,matrix
"Productivitatea muncii, pe persoana ocupata, pe activitati ale economiei nationale CAEN Rev.2 - SEC 2010",CON110E,matrix,,matrix
"Productivitatea orara a muncii, pe activitati ale economiei nationale CAEN Rev.2 - SEC 2010",CON110F,matrix,,matrix
"Tabelul intrari - iesiri, echilibrul resurse - utilizari pe produse, preturi curente - SEC 2010 - CAEN Rev.2",CON111A,matrix,,matrix
"PIB - metoda de productie, preturi curente - SEC 2010",CON111B,matrix,,matrix
"PIB - metoda cheltuielilor, preturi curente - SEC 2010",CON111C,matrix,,matrix
"Tabelul intrari - iesiri, conturile de productie si de exploatare pe ramuri - utilizari pe produse si activitati ale economiei nationale, preturi curente - SEC 2010 - CAEN Rev.2",CON111D,matrix,,matrix
"Tabelul intrari - iesiri, echilibrul resurse - utilizari pe produse, preturi comparabile - SEC 2010 - CAEN Rev.2",CON111E,matrix,,matrix
"PIB - metoda de productie, preturi comparabile - SEC 2010",CON111F,matrix,,matrix
"PIB - metoda cheltuielilor, preturi comparabile - SEC 2010",CON111G,matrix,,matrix
"Tabelul intrari - iesiri, contul de productie pe ramuri - utilizari pe produse si activitati ale economiei nationale, preturi comparabile - SEC 2010 - CAEN Rev.2",CON111H,matrix,,matrix
"Tabelul intrari - iesiri, contul de productie pe ramuri - utilizari pe produse si activitati ale economiei nationale - forma restransa, preturi curente - SEC 2010 - CAEN Rev.2",CON111I,matrix,,matrix
"Tabelul intrari - iesiri, contul de productie pe ramuri - utilizari pe produse si activitati ale economiei nationale - forma restransa, preturi comparabile - SEC 2010 - CAEN Rev.2",CON111J,matrix,,matrix
"Tabelul intrari - iesiri, conturile de productie si de exploatare pe ramuri - utilizari pe produse si activitati ale economiei nationale - forma restransa, preturi curente - SEC 2010 - CAEN Rev.2",CON111K,matrix,,matrix
"Tabelul intrari - iesiri, conturile de productie si de exploatare pe ramuri - utilizari pe produse si activitati ale economiei nationale - forma restransa, preturi comparabile - SEC 2010 - CAEN Rev.2",CON111L,matrix,,matrix
"PIB - metoda veniturilor, preturi curente - SEC 2010",CON111M,matrix,,matrix
"Conturi trimestriale ale sectoarelor institutionale - serie bruta, pe categorii de resurse, utilizari si operatiuni, preturi curente, SEC 2010 
",CON112A,matrix,,matrix
"Clasificarea incrucisata a activelor fixe brute pe ramuri de activitate si pe active, la costuri de inlocuire curente",CON113A,matrix,,matrix
"Clasificarea incrucisata a activelor fixe brute pe ramuri de activitate si pe active, la costuri de inlocuire ale anului precedent",CON113B,matrix,,matrix
"Clasificarea incrucisata a activelor fixe nete pe ramuri de activitate si pe active, la costuri de inlocuire curente",CON113C,matrix,,matrix
"Clasificarea incrucisata a activelor fixe nete pe ramuri de activitate si pe active, la costuri de inlocuire ale anului precedent",CON113D,matrix,,matrix
"Clasificarea incrucisata a formarii brute de capital fix pe ramuri de activitate si pe tipuri de active fixe, in preturi curente",CON114A,matrix,,matrix
"Clasificarea incrucisata a formarii brute de capital fix pe ramuri de activitate si pe tipuri de active fixe, in preturile anului anterior",CON114B,matrix,,matrix
"Conturile de patrimoniu  pentru activele nefinanciare (pe sectoare institutionale), in preturi curente",CON115A,matrix,,matrix
"Remunerarea angajatilor pe ramuri de activitate CAEN Rev.2, macroregiuni si regiune de dezvoltare (preturi curente)",CON116A,matrix,,matrix
"Formarea bruta de capital fix pe ramuri de activitate CAEN Rev.2, macroregiuni si regiune de dezvoltare (preturi curente)",CON117A,matrix,,matrix
"Populatia ocupata si salariatii pe ramuri de activitate CAEN Rev.2, macroregiuni, regiuni de dezvoltare si judete (preturi curente)",CON118A,matrix,,matrix
"Ore lucrate de populatia ocupata si salariati pe ramuri de activitate CAEN Rev.2, macroregiuni si regiune de dezvoltare (preturi curente)",CON119A,matrix,,matrix
"Conturile regionale ale gospodariei populatiei pe categorii de resurse si utilizari, categorii de conturi si operatiuni, macroregiuni si regiune de dezvoltare (preturi curente)",CON120A,matrix,,matrix
"Ponderea gospodariilor care au realizat economii in ultimele 12 luni, dupa statutul ocupational al capului gospodariei",COV101M,matrix,,matrix
"Ponderea gospodariilor cu imprumuturi, dupa statutul ocupational al capului gospodariei",COV101N,matrix,,matrix
"Ponderea gospodariilor cu imprumuturi, dupa durata restituirii imprumutului",COV101O,matrix,,matrix
Ponderea gospodariilor dupa statutul de ocupare a locuintei principale si statutul ocupational al capului gospodariei,COV101P,matrix,,matrix
"Ponderea gospodariilor care detin o a doua locuinta, dupa statutul ocupational al capului gospodariei",COV101R,matrix,,matrix
Numarul gospodariilor dupa dotarea cu bunuri  de folosinta indelungata si statutul ocupational al capului gospodariei,COV101S,matrix,,matrix
Numarul gospodariilor dupa dotarea utilitara a locuintelor si statutul ocupational al capului gospodariei,COV101U,matrix,,matrix
"Gospodarii care au suferit daune in ultimele 12 luni, dupa tipul imobilului in care locuiesc",COV102A,matrix,,matrix
" Gospodarii care au suferit daune in ultimele 12 luni, dupa statutul ocupational al capului gospodariei",COV102B,matrix,,matrix
"Gospodarii care au suferit furturi in ultimele 12 luni, dupa tipul de cartier / zona in care locuiesc",COV102C,matrix,,matrix
"Gospodarii care au suferit furturi in ultimele 12 luni, dupa tipul imobilului  in care locuiesc",COV102D,matrix,,matrix
"Gospodarii care au suferit furturi in ultimele 12 luni, dupa statutul ocupational al capului gospodariei",COV102E,matrix,,matrix
" Gospodarii cu locuinte asigurate, dupa tipul imobilului  in care locuiesc",COV102F,matrix,,matrix
" Gospodarii cu locuinte asigurate, dupa perioada construirii imobilului",COV102G,matrix,,matrix
"Gospodarii cu locuinte asigurate, dupa statutul ocupational al capului gospodariei",COV102H,matrix,,matrix
" Gospodarii cu asigurare facultativa a automobilului, dupa statutul ocupational al capului gospodariei",COV102I,matrix,,matrix
Gospodarii dupa factorii care influenteaza mediul in care se afla locuinta,COV102J,matrix,,matrix
" Gospodarii dupa opinia capului gospodariei cu privire la necesitatea existentei in cartier / localitate a unor utilitati publice, dupa tipul acestora",COV102K,matrix,,matrix
"Numarul mediu de persoane pe o camera, dupa marimea gospodariei",COV103A,matrix,,matrix
"Numarul mediu de persoane pe o camera, dupa statutul ocupational al capului gospodariei",COV103B,matrix,,matrix
"Numarul mediu de persoane pe o camera, dupa statutul de ocupare a locuintei",COV103C,matrix,,matrix
"Suprafata medie locuibila pe o persoana, dupa statutul ocupational al capului gospodariei",COV104A,matrix,,matrix
"Suprafata medie locuibila pe o persoana, dupa marimea gospodariei",COV104B,matrix,,matrix
"Suprafata medie locuibila pe o persoana, dupa statutul de ocupare a locuintei",COV104C,matrix,,matrix
"Suprafata medie utila pe o persoana, dupa statutul ocupational al capului gospodariei",COV105A,matrix,,matrix
"Suprafata medie utila pe o persoana, dupa marimea gospodariei",COV105B,matrix,,matrix
"Suprafata medie utila pe o persoana, dupa statutul de ocupare a locuintei",COV105C,matrix,,matrix
"Ponderea persoanelor de 7 ani si peste care au efectuat cel putin o calatorie in ultimele 12 luni, pe sexe",COV106M,matrix,,matrix
"Ponderea persoanelor de 7 ani si peste care au efectuat cel putin o calatorie in ultimele 12 luni, pe grupe de varsta",COV106N,matrix,,matrix
"Ponderea persoanelor de 7 ani si peste care au efectuat cel putin o calatorie in ultimele 12 luni, dupa statutul ocupational",COV106O,matrix,,matrix
"Ponderea persoanelor de 7 ani si peste  care au efectuat cel putin o calatorie in ultimele 12 luni, dupa destinatia calatoriilor",COV106P,matrix,,matrix
"Numarul persoanelor de 7 ani si peste din mediul urban care utilizeaza mijloace de transport in comun, pe sexe",COV107A,matrix,,matrix
"Numarul persoanelor de 7 ani si peste din mediul urban care utilizeaza mijloace de transport in comun, pe grupe de varsta",COV107B,matrix,,matrix
"Numarul persoanelor de 7 ani si peste din mediul urban care utilizeaza mijloace de transport in comun ,dupa statutul ocupational",COV107C,matrix,,matrix
"Numarul persoanelor de 7 ani si peste care citesc ziare/ carti in timpul liber, pe sexe",COV107D,matrix,,matrix
"Persoane de 7 ani si peste care citesc ziare/ carti in timpul liber, pe grupe de varsta",COV107E,matrix,,matrix
"Persoane de 7 ani si peste care citesc ziare/ carti in timpul liber, pe nivele de educatie",COV107F,matrix,,matrix
" Persoane de 7 ani si peste, care au fost victime ale delictelor in ultimele 12 luni, pe sexe",COV107G,matrix,,matrix
" Persoane de 7 ani si peste, care au fost victime ale delictelor in ultimele 12 luni, pe grupe de varsta",COV107H,matrix,,matrix
"Persoane de 7 ani si peste, care au fost victime ale delictelor in ultimele 12 luni, dupa statutul ocupational",COV107I,matrix,,matrix
"Persoane de 7 ani si peste, care au fost victime ale delictelor in ultimele 12 luni, dupa tipul de cartier / zona in care locuiesc",COV107J,matrix,,matrix
" Persoane de 7 ani si peste, care au fost victime ale delictelor in ultimele 12 luni, dupa tipul delictelor suferite",COV107K,matrix,,matrix
Sectii sportive pe federatii,CSP101A,matrix,,matrix
" Sectii sportive, pe macroregiuni, regiuni de dezvoltare si judete",CSP101B,matrix,,matrix
Sportivi legitimati pe federatii sportive,CSP102A,matrix,,matrix
"Sportivi legitimati,  pe macroregiuni, regiuni de dezvoltare si judete",CSP102B,matrix,,matrix
Antrenori sportivi pe federatii sportive,CSP103A,matrix,,matrix
"Antrenori sportivi, pe macroregiuni, regiuni de dezvoltare si judete",CSP103B,matrix,,matrix
Instructori sportivi pe federatii sportive,CSP104A,matrix,,matrix
"Instructori sportivi pe macroregiuni, regiuni de dezvoltare si judete",CSP104B,matrix,,matrix
Arbitri sportivi pe federatii sportive,CSP105A,matrix,,matrix
"Arbitri sportivi, pe macroregiuni, regiuni de dezvoltare si judete",CSP105B,matrix,,matrix
Medalii la Jocurile Olimpice incepand cu anul 1924 pe categorii de medalii sportive si ani olimpici,CSP106A,matrix,,matrix
Medalii la Jocurile Olimpice incepand cu anul 1924 pe ramuri de sport si categorii de medalii sportive,CSP106B,matrix,,matrix
Locuri obtinute la Jocurile Olimpice incepand cu anul 1924 pe categorii de locuri si ani olimpici,CSP109A,matrix,,matrix
Locuri obtinute la Competitiile Internationale pe federatii sportive,CSP110A,matrix,,matrix
"Medaliile obtinute de sportivii romani la Jocurile Olimpice si Paralimpice, Campionatele Mondiale si Europene pe federatii sportive, categorii de intreceri sportive internationale si categorii de locuri obtinute",CSP111A,matrix,,matrix
Valoarea exportului (FOB) - Total,EXP101A,matrix,,matrix
Valoarea exportului (FOB) pe tari partenere,EXP101B,matrix,,matrix
Valoarea exportului (FOB) pe sectiuni conform Clasificarii Standard de Comert International (CSCI) Rev.3,EXP101C,matrix,,matrix
Valoarea exportului (FOB) pe tari ale Uniunii Europene si sectiuni conform Nomenclatorului Combinat (NC),EXP101D,matrix,,matrix
"Valoarea exportului (FOB) pe sectiuni si capitole conform Nomenclatorului Combinat, total, din care pentru Uniunea Europeana",EXP101E,matrix,,matrix
Valoarea exportului (FOB) pe grupe de marfuri din Nomenclatorul Combinat (NC),EXP101F,matrix,,matrix
Valoarea exportului (FOB) pe sectiuni conform Clasificarii Standard de Comert International (CSCI) Rev.4,EXP101G,matrix,,matrix
"Exporturi (FOB) pe sectiuni conform Clasificarii Standard de Comert International (CSCI) Rev.4, pe Total, Intra-UE si Extra-UE - date lunare",EXP101I,matrix,,matrix
Exporturi (FOB) pe judete si pe sectiuni/capitole ale Nomenclatorul Combinat (NC) - date  lunare,EXP101J,matrix,,matrix
"Exporturile (FOB), pe principalele moduri de transport",EXP101M,matrix,,matrix
Ponderea detinuta in valoarea totala a exporturilor de primele firme exportatoare in ordinea valorii exporturilor inregistrate in perioada de referinta,EXP101N,matrix,,matrix
Firme exportatoare dupa clase de marime in functie de numarul de salariati,EXP101O,matrix,,matrix
Firme exportatoare dupa forma de proprietate,EXP101P,matrix,,matrix
Firme exportatoare dupa tipul de capital,EXP101R,matrix,,matrix
Firme exportatoare pe principalele sectoare de activitate - CAEN Rev.2,EXP101S,matrix,,matrix
Valoarea importului (CIF) - Total,EXP102A,matrix,,matrix
Valoarea importului (CIF) pe sectiuni conform Clasificarii Standard de Comert International (CSCI) Rev. 3,EXP102B,matrix,,matrix
Valoarea importului (CIF) pe tari ale Uniunii Europene si sectiuni conform Nomenclatorului Combinat (NC),EXP102C,matrix,,matrix
"Valoarea importului (CIF) pe sectiuni si capitole conform Nomenclatorului Combinat, total, din care Uniunea Europeana",EXP102D,matrix,,matrix
Valoarea importului (CIF) pe tari de origine,EXP102E,matrix,,matrix
Valoarea importului (CIF) pe grupe de marfuri din Nomenclatorul Combinat (NC),EXP102F,matrix,,matrix
"Valoarea importului (CIF) pe tari partenere (tari de expediere pentru importurile Intra-UE, tari de origine pentru importurile Extra-UE)",EXP102G,matrix,,matrix
Valoarea importului (CIF) pe sectiuni conform Clasificarii Standard de Comert International (CSCI) Rev. 4,EXP102H,matrix,,matrix
"Importuri (CIF) pe sectiuni conform Clasificarii Standard de Comert International (CSCI) Rev.4, pe total, intra-UE si extra-UE  -  date lunare",EXP102I,matrix,,matrix
Importuri (CIF) pe judete si pe sectiuni/capitole ale Nomenclatorul Combinat (NC) - date  lunare,EXP102J,matrix,,matrix
"Importurile (CIF), pe principalele moduri de transport",EXP102M,matrix,,matrix
Ponderea detinuta in valoarea totala a importurilor de primele firme importatoare in ordinea valorii importurilor inregistrate in perioada de referinta,EXP102N,matrix,,matrix
Firme importatoare dupa clase de marime in functie de numarul de salariati,EXP102O,matrix,,matrix
Firme importatoare dupa forma de proprietate,EXP102P,matrix,,matrix
Firme importatoare dupa tipul de capital,EXP102R,matrix,,matrix
Firme importatoare pe principalele sectoare de activitate - CAEN Rev.2,EXP102S,matrix,,matrix
Soldul total al balantei comerciale FOB/FOB,EXP103A,matrix,,matrix
Soldul total al balantei comerciale FOB/CIF,EXP103B,matrix,,matrix
Indicii valorici ai comertului international (an precedent = 100),EXP104A,matrix,,matrix
Indicii valorii unitare de export si import,EXP105A,matrix,,matrix
Executia bugetului de stat pe categorii de venituri si cheltuieli,FIN101A,matrix,,matrix
Executia bugetului de stat pe categorii de venituri si cheltuieli,FIN101B,matrix,,matrix
Executia bugetelor locale pe categorii de venituri si cheltuieli,FIN102A,matrix,,matrix
"Executia bugetelor locale pe elemente de venituri si cheltuieli, macroregiuni, regiuni de dezvoltare si judete",FIN102B,matrix,,matrix
Executia bugetelor locale pe categorii de venituri si cheltuieli,FIN102C,matrix,,matrix
"Executia bugetului de asigurari sociale de stat, pe elemente de venituri si cheltuieli",FIN103A,matrix,,matrix
"Executia bugetului de asigurari sociale de stat, pe elemente de venituri si cheltuieli",FIN103B,matrix,,matrix
Balanta de plati pe elemente componente,FIN104A,matrix,,matrix
Bilantul monetar al Bancii Nationale a Romaniei pe conturi si operatiuni,FIN105A,matrix,,matrix
"Resurse de munca pe sexe, macroregiuni, regiuni de dezvoltare si judete",FOM101A,matrix,,matrix
"Populatia activa civila pe sexe, macroregiuni, regiuni de dezvoltare si judete",FOM102A,matrix,,matrix
"Populatia ocupata civila pe activitati ale economiei nationale la nivel de sectiune CAEN Rev.1, sexe, macroregiuni, regiuni de dezvoltare si judete",FOM103A,matrix,,matrix
"Populatia ocupata civila pe activitati ale economiei nationale la nivel de sectiune CAEN Rev.1, dupa statutul profesional al populatiei ocupate",FOM103B,matrix,,matrix
Populatia ocupata civila pe activitati ale economiei nationale la nivel de sectiune CAEN Rev.1 si forme de proprietate,FOM103C,matrix,,matrix
"Populatia ocupata civila pe activitati ale economiei nationale la nivel de sectiune CAEN Rev.2, sexe, macroregiuni, regiuni de dezvoltare si judete",FOM103D,matrix,,matrix
"Populatia ocupata civila pe activitati ale economiei nationale la nivel de sectiune CAEN Rev.2, dupa statutul profesional al populatiei ocupate",FOM103E,matrix,,matrix
Populatia ocupata civila pe activitati ale economiei nationale la nivel de sectiune CAEN Rev.2 si forme de proprietate,FOM103F,matrix,,matrix
"Numarul mediu al salariatilor pe categorii de salariati, activitati ale economiei nationale la nivel de sectiune CAEN Rev.1, macroregiuni, regiuni de dezvoltare si judete",FOM104A,matrix,,matrix
"Numarul mediu al salariatilor pe categorii de salariati, forme de proprietate, macroregiuni, regiuni de dezvoltare si judete",FOM104B,matrix,,matrix
Numarul mediu al salariatilor pe judete si localitati,FOM104D,matrix,,matrix
Numarul mediu al salariatilor pe categorii de salariati si activitati ale industriei la nivel de diviziune CAEN Rev.1,FOM104E,matrix,,matrix
"Numarul mediu al salariatilor pe activitati ale economiei nationale (sectiuni si diviziuni) CAEN Rev.2, sexe, macroregiuni, regiuni de dezvoltare si judete",FOM104F,matrix,,matrix
"Numarul mediu al salariatilor pe categorii de salariati, forme de proprietate, activitati (sectiuni si diviziuni) ale economiei nationale CAEN Rev.2 si pe sexe",FOM104G,matrix,,matrix
"Efectivul  salariatilor la sfarsitul anului, pe categorii de salariati, forme de proprietate, macroregiuni, regiuni de dezvoltare si judete",FOM105A,matrix,,matrix
"Efectivul  salariatilor la sfarsitul anului, pe categorii de salariati, pe activitati ale economiei nationale la nivel de sectiune CAEN Rev.1, sexe, macroregiuni, regiuni de dezvoltare si judete",FOM105B,matrix,,matrix
Efectivul  salariatilor la sfarsitul anului pe categorii de salariati si activitati ale industriei la nivel de diviziune CAEN Rev.1,FOM105D,matrix,,matrix
Efectivul salariatilor la sfarsitul lunii pe activitati (sectiuni si diviziuni) ale economiei nationale CAEN Rev.2,FOM105E,matrix,,matrix
"Efectivul salariatilor la sfarsitul anului, pe activitati ale economiei nationale (sectiuni si diviziuni) CAEN Rev.2, sexe, macroregiuni, regiuni de dezvoltare si judete",FOM105F,matrix,,matrix
"Efectivul  salariatilor la sfarsitul anului, pe categorii de salariati, forme de proprietate, activitati (sectiuni si diviziuni) ale economiei nationale CAEN Rev.2 si pe sexe",FOM105G,matrix,,matrix
"Castigul salarial nominal mediu net lunar pe activitati ale economiei nationale la nivel de sectiune CAEN Rev.1, categorii de salariati, macroregiuni, regiuni de dezvoltare si judete",FOM106A,matrix,,matrix
Castigul salarial nominal mediu net lunar pe forme de proprietate si categorii de salariati,FOM106B,matrix,,matrix
Castigul salarial nominal mediu net lunar pe activitati ale industriei la nivel de diviziune CAEN Rev.1 si categorii de salariati,FOM106C,matrix,,matrix
Castigul salarial mediu net lunar pe activitati (sectiuni si diviziuni) ale economiei nationale CAEN Rev.2,FOM106D,matrix,,matrix
"Castigul salarial nominal mediu net lunar pe activitati ale economiei nationale (sectiuni si diviziuni) CAEN Rev.2, sexe, macroregiuni, regiuni de dezvoltare si judete",FOM106E,matrix,,matrix
"Castigul salarial nominal mediu net lunar, pe categorii de salariati, forme de proprietate, activitati (sectiuni si diviziuni) ale economiei nationale CAEN Rev.2 si pe sexe",FOM106F,matrix,,matrix
"Castigul salarial nominal mediu brut lunar pe activitati ale economiei nationale la nivel de sectiune CAEN Rev.1, categorii de salariati, macroregiuni, regiuni de dezvoltare si judete",FOM107A,matrix,,matrix
Castigul salarial nominal mediu brut lunar pe activitati ale industriei la nivel de diviziune CAEN Rev.1 si categorii de salariati,FOM107B,matrix,,matrix
Castigul salarial nominal mediu brut lunar pe forme de proprietate si categorii de salariati,FOM107C,matrix,,matrix
Castigul salarial mediu brut lunar pe activitati (sectiuni si diviziuni) ale economiei nationale CAEN Rev.2,FOM107D,matrix,,matrix
"Castigul salarial nominal mediu brut lunar pe activitati ale economiei nationale (sectiuni si diviziuni) CAEN Rev.2, sexe, macroregiuni, regiuni de dezvoltare si judete",FOM107E,matrix,,matrix
"Castigul salarial nominal mediu brut lunar, pe categorii de salariati, forme de proprietate, activitati (sectiuni si diviziuni) ale economiei nationale  CAEN Rev.2 si pe sexe",FOM107F,matrix,,matrix
Indicii castigului salarial real,FOM110A,matrix,,matrix
"Costul mediu lunar al fortei de munca pe salariat, pe activitati ale economiei nationale la nivel de sectiune CAEN Rev.1",FOM111A,matrix,,matrix
"Costul mediu lunar al fortei de munca pe salariat, pe activitati ale industriei la nivel de diviziune CAEN Rev.1",FOM111B,matrix,,matrix
"Costul mediu lunar al fortei de munca pe salariat, pe activitati (sectiuni si diviziuni) ale economiei nationale CAEN Rev.2",FOM111C,matrix,,matrix
Ponderea cheltuielilor directe si indirecte ale costului fortei de munca pe activitati ale economiei nationale la nivel de sectiune CAEN Rev.1,FOM112A,matrix,,matrix
Ponderea cheltuielilor directe si indirecte ale costului fortei de munca pe activitati ale industriei la nivel de diviziune CAEN Rev.1,FOM112B,matrix,,matrix
Ponderea cheltuielilor directe si indirecte ale costului fortei de munca pe activitati (sectiuni si diviziuni) ale economiei nationale CAEN Rev.2,FOM112C,matrix,,matrix
"Costul mediu orar al fortei de munca pe salariat, pe activitati (sectiuni si diviziuni) ale economiei nationale CAEN Rev.2",FOM113A,matrix,,matrix
Rata bruta de activitate,FOM114A,matrix,,matrix
"Rata de activitate a resurselor de munca pe macroregiuni, regiuni de dezvoltare si judete",FOM115A,matrix,,matrix
"Rata de ocupare a resurselor de munca pe sexe, macroregiuni, regiuni de dezvoltare si judete",FOM116A,matrix,,matrix
"Salariul mediu brut de baza in luna octombrie al salariatilor care au lucrat intreaga luna, cu program complet, pe categorii de salariati, pe activitati ale economiei nationale la nivel de sectiune CAEN Rev.1",FOM117A,matrix,,matrix
"Salariul mediu brut de baza in luna octombrie al salariatilor care au lucrat intreaga luna, cu program complet, pe categorii de salariati, pe ramuri ale industriei la nivel de diviziune CAEN Rev.1",FOM117B,matrix,,matrix
"Salariul mediu brut de baza in luna octombrie al salariatilor care au lucrat intreaga luna, cu program complet, pe categorii de salariati, pe activitati (sectiuni si diviziuni) ale economiei nationale CAEN Rev.2",FOM117C,matrix,,matrix
"Salariul mediu brut realizat in luna octombrie de salariatii care au lucrat intreaga luna, cu program complet, pe categorii de salariati, pe activitati ale economiei nationale la nivel de sectiune CAEN Rev.1",FOM118A,matrix,,matrix
"Salariul mediu brut realizat in luna octombrie de salariatii care au lucrat intreaga luna, cu program complet, pe categorii de salariati, pe ramuri ale industriei la nivel de diviziune CAEN Rev.1",FOM118B,matrix,,matrix
"Salariul mediu brut realizat in luna octombrie de salariatii care au lucrat intreaga luna, cu program complet, pe categorii de salariati, pe activitati (sectiuni si diviziuni) ale economiei nationale CAEN Rev.2",FOM118C,matrix,,matrix
"Salariul mediu brut realizat in luna octombrie de salariatii care au lucrat intreaga luna, cu program complet, pe activitati ale economiei nationale la nivel de sectiune CAEN Rev.1, pe grupe majore de ocupatii (ISCO-88) si pe sexe",FOM118D,matrix,,matrix
"Salariul mediu brut realizat in luna octombrie de salariatii care au lucrat intreaga luna, cu program complet, pe ramuri ale industriei la nivel de diviziune CAEN Rev.1, pe grupe majore de ocupatii (ISCO-88) si pe sexe",FOM118E,matrix,,matrix
"Salariul mediu brut realizat in luna octombrie de salariatii care au lucrat intreaga luna, cu program complet, pe activitati (sectiuni si diviziuni) ale economiei nationale CAEN Rev.2, pe grupe majore de ocupatii (ISCO-88) si pe sexe",FOM118F,matrix,,matrix
"Numarul mediu al salariatilor si salariul mediu brut realizat in luna octombrie de salariatii care au lucrat intreaga luna, cu program complet, pe activitati (sectiuni si diviziuni) ale economiei nationale CAEN Rev.2, pe grupe majore de ocupatii (ISCO-08) si pe sexe",FOM118G,matrix,,matrix
"Castigul salarial mediu brut  lunar realizat in luna octombrie de salariatii care au lucrat intreaga luna, cu program complet, pe activitati ale economiei nationale la nivel de sectiune CAEN Rev.1, pe grupe majore de ocupatii (ISCO-88) si pe sexe",FOM119A,matrix,,matrix
"Castigul salarial mediu brut lunar realizat in luna octombrie de salariatii care au lucrat intreaga luna, cu program complet, pe ramuri ale industriei la nivel de diviziune CAEN Rev.1, pe grupe majore de ocupatii (ISCO-88) si pe sexe",FOM119B,matrix,,matrix
"Castigul salarial mediu brut  lunar realizat in luna octombrie de salariatii care au lucrat intreaga luna, cu program complet, pe activitati (sectiuni si diviziuni) ale economiei nationale CAEN Rev.2, pe grupe majore de ocupatii (ISCO-88) si pe sexe",FOM119C,matrix,,matrix
"Castigul salarial mediu brut  lunar realizat in luna octombrie de salariatii care au lucrat intreaga luna, cu program complet, pe activitati (sectiuni si diviziuni) ale economiei nationale CAEN Rev.2, pe grupe majore de ocupatii (ISCO-08) si pe sexe",FOM119D,matrix,,matrix
Indicatori structurali din statisticile castigurilor salariale si costului fortei de munca,FOM120A,matrix,,matrix
"Numarul salariatilor cu program complet de lucru care au fost platiti intreaga luna, salariul brut de baza si venitul brut realizat in luna octombrie, pe forme de proprietate, pe activitati (sectiuni si diviziuni) ale economiei nationale CAEN Rev.2, pe grupe majore de ocupatii (ISCO-08) si pe sexe",FOM121A,matrix,,matrix
"Numarul salariatilor cu program complet de lucru care au fost platiti intreaga luna, salariul brut de baza si venitul brut realizat in octombrie, pe grupe de varsta, pe grupe majore de ocupatii (ISCO-08) si pe sexe",FOM121B,matrix,,matrix
"Intreprinderi care au oferit formare profesionala continua, pe activitati ale economiei nationale si activitati ale industriei, pe categorii de unitati",FPC101A,matrix,,matrix
"Intreprinderi care au oferit formare profesionala continua, pe clase de marime si categorii de unitati",FPC101B,matrix,,matrix
"Intreprinderi care au oferit formare profesionala continua, pe forma de proprietate si categorii de unitati",FPC101C,matrix,,matrix
"Participanti la cursurile de formare profesionala continua, pe sexe si activitati ale economiei nationale",FPC102A,matrix,,matrix
"Participanti la cursurile de formare profesionala continua, pe sexe si clase de marime ale intreprinderilor",FPC102B,matrix,,matrix
"Participanti la cursurile de formare profesionala continua, pe sexe si forma de proprietate",FPC102C,matrix,,matrix
"Durata medie a cursurilor de formare profesionala continua, pe sexe si activitati ale economiei nationale",FPC103A,matrix,,matrix
